Référent SEE;"SERMA
Date";Type;Numéro de dossier;Comm.;Liens
CT;2021-05-06 00:00:00;PLQ;30137;Anières;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30137 - Anières
CT;2021-02-17 00:00:00;PLQ;30147;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30147 - Développement centre de Presinge
GW;2020-06-15 00:00:00;PLQ;30160;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30160 Bout-du-Monde
ASC;2025-07-02 00:00:00;PLQ;30162;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30162 - Pré-Bois
MCO;2024-12-05 00:00:00;PLQ;30176;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30176 Pôle Satigny gare
CT;2024-04-16 00:00:00;PLQ;30182;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30182 Gravière Vergys
CT;;PLQ;30183;Genève;
CT;2025-10-09 00:00:00;PLQ;30209;Corsier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30209 Chasselas
MCO;2025-02-04 00:00:00;PLQ;30232;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30232 Hôpital La Tour PU2 Meyrin
CT;2024-04-10 00:00:00;PLQ;30233;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30233 Av. Baud-Place de la Gare - Chêne-Bourg
CT;2025-07-17 00:00:00;PLQ;30272;Choulex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30272 Choulex Ouest
ASC;2021-06-17 00:00:00;RAE;07127;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 07-127 SIG Halle Bois-de-Bay
ASC;;RAE;08133;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 08-133 - GESA
AM;;RAE;08145;;
ASC;;RAE;10158;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 10-158 Serbeco
ASC;;RAE;10162;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 10-162 M. Ducret SA
AM;;RAE;12011;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-162 lié à PE 01-2011 Forestal
ASC;;RAE;12017;Céligny;
AM;;RAE;15205;;
ASC;;RAE;15206;Founex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 15-206 Girardi et Cie concasseur mobile
AM;;RAE;16208;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 16-208 Ronchi SA Installation mobile de recyclage
DL;;RAE;16209;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 16-209 - GESA - Installation mobile de criblage
ASC;;RAE;16211;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 16-211 Piasio concassage mobile
GW;;RAE;16213;Aire-la-Ville;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 16-213 - CHENEVIERS IV
MCO;2025-06-25 00:00:00;RAE;16217;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 16-217 SOGETRI Installation élimination déchets Satigny
AL;;RAE;17219;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 17-219 SOREVAL - installation mobile de concassage
AM;;RAE;17220;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 17-220 GESA installation mobile
AM;;RAE;17221;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 17-221 GESA installation mobile
AM;;RAE;17226;Troinex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 17-226 - BEP Travaux Publics SA
AM;;RAE;18230;Genève;
DL;;RAE;18231;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-231 - Installation mobile - Marti
GW;2025-07-29 00:00:00;RAE;18232;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-232 Jaeger et Bosshard SA
DL;;RAE;18234;Satigny Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331300 (ex DD114264 )+RAE 18-234 Gravière Epeisses
AM;;RAE;18238;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-238 Ducret SA
DL;;RAE;18239;Aïre;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-239 - STEP d'Aïre 2
PRA;2025-09-16 00:00:00;RAE;18240;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-240 - ESREC Châtillon
GW;2025-10-06 00:00:00;RAE;18241;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-241 - ESREC Praille
ASC;2025-06-06 00:00:00;RAE;18242;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-242 - ESREC des Chânats
DL;;RAE;18243;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-243 - Broyeur mobile GESA - Vernier
CT;2025-11-18 00:00:00;RAE;18244;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-244 Jaquier Services SA
AM;2021-01-14 00:00:00;RAE;18245;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-245 RVM Satigny
ASC;2025-02-13 00:00:00;RAE;18246;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-246 - Soreval SA
GW;2020-04-23 00:00:00;RAE;18247;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-247 Epeisses SA
CT;;RAE;18854;Genève;
GW;2025-11-10 00:00:00;RAE;19257;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-257 Serbeco SA La Praille
;2020-08-13 00:00:00;RAE;19259; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-259 - Orllati - Plateforme de recyclage
AM;2020-01-27 00:00:00;RAE;19260;Jussy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-260 Meyer et Walter
AM;2020-01-28 00:00:00;RAE;19261;Vandoeuvres;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-261 Stalder et Favre
DL;2020-01-30 00:00:00;RAE;19262;Troinex-Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-262 Bidaux et Rosset
;2020-08-25 00:00:00;RAE;19265;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-265 Papirec SA
MCO;2025-07-30 00:00:00;RAE;19269;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-269 Tecvia
GW;2021-03-31 00:00:00;RAE;20271; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-271 Rotelli SA
AM;2022-02-23 00:00:00;RAE;20272;Aire-la-Ville;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-272 CTDS SA
;2020-08-06 00:00:00;RAE;20277; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-277 Orllati Granulats & Béton SA
;2020-08-10 00:00:00;RAE;20278; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-278 - Mont Blanc
;2020-08-28 00:00:00;RAE;20279;Intercommunal;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-279 Michel Démolition - Installation mobile d'élimination des déchets
;2020-09-16 00:00:00;RAE;20281; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-281 Mobilitri ESREC mobile Arve-Lac
;2020-10-20 00:00:00;RAE;20287; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-287 DDCR SA
AM;2022-01-24 00:00:00;RAE;20290;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-290 RETRIPA SA - Renouvellement autor
GW;2021-06-03 00:00:00;RAE;20294;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-294 - Sogetri SA - La Praille
GW;2024-08-07 00:00:00;RAE;20295;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-295 CIDEC
AM;2021-02-02 00:00:00;RAE;20296;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-296 Implenia Suisse - Installation mobile
DL;2021-01-28 00:00:00;RAE;20297;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-297 Sasso Recyclage SA
GW;2021-02-23 00:00:00;RAE;20298;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 20-298 Mont-Blanc Recyclage - Installation mobile
DL;2021-05-20 00:00:00;RAE;21303;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-303 - GESA - Installation mobile traitement des déchets
DL;2021-05-20 00:00:00;RAE;21304;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-304 - GESA - Installation mobile traitement des déchets
CT;2021-06-03 00:00:00;RAE;21305;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-305 GESA - installation mobile
GW;2021-06-03 00:00:00;RAE;21306;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-306 GESA - Installation mobile
ASC;2021-05-10 00:00:00;RAE;21307;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-307 GESA Installation mobile
GW;2024-09-24 00:00:00;RAE;21308;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114183 - RAE 21-308 - Jaquier SA - Satigny
AM;2022-02-11 00:00:00;RAE;21309;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-309 Abbé SA
GW;2022-01-10 00:00:00;RAE;21311;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-311 DEVAREM stabilisation
AM;2022-07-11 00:00:00;RAE;21316;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 21-316 - GESA Montfleury
GW;2022-06-01 00:00:00;RAE;22317;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 22-317 Plateforme Serbeco Pictet
GW;2022-07-01 00:00:00;RAE;22318;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 22-318 Pôle bio Satigny
GW;2022-08-18 00:00:00;RAE;22326;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 22-326 Plateforme rte des Jeunes
FST;2024-04-16 00:00:00;RAE;22329;Corsier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 22-329 SOGETRI CORSIER
GW;2023-07-19 00:00:00;RAE;23331;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 23-331 ITMR Châtillon
MCO;2024-08-13 00:00:00;RAE;24340;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 24-340 - Serbeco ZIBAY
MBA;2024-11-21 00:00:00;RAE;24342;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 1142-241 et 24-342 - En Combe - Bardonnex
ASC;2025-07-01 00:00:00;RAE;25350;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 25-350 GICORD
GW;2025-07-23 00:00:00;RAE;25354;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 25-354 - Serbeco La Praille
CT;;RAE;30147;Presinge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30147 - Développement centre de Presinge
CT;;RAE;32018;Anières;
CT;;RAE;108350;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 108350 RC 23 Route de Jussy Lot 1
DL;;RAE;110263;Chambésy Cologny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 110263 - Station de pompage le Vengeron - Parking voitures et bateaux
GW;;RAE;110822;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 110822 Lots D+E
GW;;RAE;110823;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 110823 L13 Adret
GW;;RAE;111066;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111066 Surville rampe
GW;;RAE;111069;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111069 Surville Bât 14
GW;;RAE;111237;Lancy;
AM;;RAE;111490;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111490_BRACCO
DL;;RAE;111671;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111671  Génilac Turretini-Seujet
GW;;RAE;111778;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\St-Mathieu - DD 111778 et DD 111662
GW;;RAE;112116;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112116 Bât B3 Adret
AM;;RAE;112535;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112535 carroll Lewis
AM;;RAE;112791;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112791 Halle machefers Satigny
DL;;RAE;112906;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112906 Lombard Odier Aménagements paysagers
MBA;2025-02-06 00:00:00;RAE;114224;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 1142-241 et 24-342 - En Combe - Bardonnex
GW;;RAE;162142;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 16-214-215-216 Grisoni-Zaugg SA
HL;;RAE;414162;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-162 lié à PE 01-2011 Forestal
MS;;RAE;414164;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-164 - Bois des Etaillies SASSO SA
GW;;RAE;414171;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-171 Champ Courbe Laconnex
RFSCH;2022-10-06 00:00:00;RAE;414201;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-201 et DD 114219 - HOLCIM - Laconnex
ASC;2022-02-08 00:00:00;RAE;414212;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-212 HOLCIM - Laconnex et Avusy
MCO;2023-05-17 00:00:00;RAE;414214;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-214 HOLCIM - Laconnex
GW;2023-07-18 00:00:00;RAE;414221;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-221 Manchettes - Laconnex
HL;;RAE;415163;Laconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 415-163  lié à PE 01-2013
PRA;2025-05-16 00:00:00;RAE;415242;Avusy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 415-242 Devant Forestal - Avusy
MS;;RAE;420142;Bernex;
GW;2022-08-18 00:00:00;RAE;420211;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 420-211 - secteur Sous-Bernex (liée au PE 03-2007)
MCO;2025-07-02 00:00:00;RAE;420231;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 420-231 Bernex
PPH;;PDZI;18529;Chêne-Bougeries;
DL;2021-06-28 00:00:00;PDZI;29745;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29745 Valavran - Bellevue
MBA;2024-03-18 00:00:00;PDZI;29968;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29968 Cherpines
DL;2021-09-27 00:00:00;PDZI;29975;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29975 B ZIBAT Nord
DL;;PDZI;29976;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29976 ZIMOGA
DL;;PDZI;29994;Pallanterie;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29994 Pallanterie
CT;2020-02-11 00:00:00;PDZI;29995;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29995 Bois Brulé
AL;;PDZI;30066;Satigny/Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 30066 ZITUIL
AM;;PDZI;30081;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323365 PLQ 30081_La Mûre
GW;2023-11-21 00:00:00;PDZI;30097;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 30097 Rouettes
GW;;PDZI;111068;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111068 Bât 15 Surville
GW;;PDZI;111312;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111312 Vernets Espaces extérieurs
